customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,issue_date
INDCUST001844,62,Employed,15.0,15000,540,10.7,10000,5950,0,1,1,Business Loan,Debt Consolidation,43750,17.87,0.397,2.917,0.216,0,2021-01-31
INDCUST001845,28,Employed,10.5,100000,607,5.4,145000,45663,0,0,1,Personal Loan,Debt Consolidation,355000,15.04,0.457,3.55,0.094,0,2020-10-30
INDCUST001846,31,Employed,16.4,62500,410,3.7,56250,34795,0,1,1,Credit Card,Debt Consolidation,242500,17.94,0.557,3.88,0.235,0,2023-10-02
INDCUST001847,33,Employed,8.6,106250,624,18.4,63750,30493,0,2,1,Personal Loan,Home Improvement,215000,10.54,0.287,2.024,0.059,0,2015-11-17
INDCUST001848,64,Employed,9.8,57500,805,9.8,35000,12208,0,1,0,Credit Card,Debt Consolidation,207500,11.58,0.212,3.609,0.207,0,2022-02-25
INDCUST001849,30,Employed,19.0,57500,709,17.2,67500,29743,0,1,0,Personal Loan,Debt Consolidation,201250,9.82,0.517,3.5,0.145,0,2023-12-17
INDCUST001850,44,Employed,24.8,106250,511,7.7,68750,11740,0,1,0,Personal Loan,Home Improvement,386250,15.49,0.11,3.635,0.15,0,2017-06-23
INDCUST001851,26,Employed,23.5,97500,766,7.4,127500,35376,0,0,1,Credit Card,Home Improvement,313750,9.47,0.363,3.218,0.126,0,2020-01-07
INDCUST001852,21,Employed,15.4,17500,451,5.4,16250,9496,0,2,0,Business Loan,Home Improvement,47500,10.42,0.543,2.714,0.088,0,2023-01-04
INDCUST001853,33,Employed,25.1,46250,447,7.3,40000,8655,0,1,0,Business Loan,Business,127500,9.04,0.187,2.757,0.213,0,2020-11-04
INDCUST001854,41,Employed,8.7,12500,763,13.3,17500,2597,0,0,0,Personal Loan,Debt Consolidation,31250,11.81,0.208,2.5,0.138,0,2018-05-22
INDCUST001855,45,Employed,16.1,11250,834,5.4,16250,4372,1,0,0,Credit Card,Business,38750,15.4,0.389,3.444,0.201,0,2021-08-21
INDCUST001856,25,Employed,6.1,70000,429,16.9,90000,37478,0,0,0,Business Loan,Education,243750,20.69,0.535,3.482,0.185,0,2018-01-07
INDCUST001857,53,Employed,5.6,40000,693,11.7,22500,15659,0,0,0,Business Loan,Home Improvement,132500,13.15,0.391,3.312,0.163,0,2019-07-10
INDCUST001858,58,Employed,24.0,36250,478,1.0,37500,8285,0,2,0,Business Loan,Debt Consolidation,138750,19.68,0.229,3.828,0.221,0,2016-02-25
INDCUST001859,47,Employed,29.5,3750,752,7.1,5000,2062,0,0,0,Credit Card,Home Improvement,10000,11.88,0.55,2.667,0.162,0,2023-02-16
INDCUST001860,59,Employed,7.1,30000,319,16.0,41250,11750,1,0,0,Personal Loan,Debt Consolidation,73750,18.79,0.392,2.458,0.096,0,2017-07-18
INDCUST001861,23,Employed,4.0,62500,303,18.7,86250,27692,0,2,0,Credit Card,Debt Consolidation,220000,14.21,0.443,3.52,0.173,0,2017-09-25
INDCUST001862,42,Employed,28.8,62500,420,14.9,86250,27429,0,1,0,Credit Card,Debt Consolidation,208750,9.49,0.439,3.34,0.261,0,2021-08-09
INDCUST001863,32,Employed,20.1,2500,552,8.6,2500,491,0,0,0,Business Loan,Home Improvement,7500,15.54,0.196,3.0,0.164,0,2020-01-23
INDCUST001864,45,Employed,0.6,75000,606,8.1,97500,41721,0,2,0,Personal Loan,Education,200000,16.2,0.556,2.667,0.072,0,2018-10-04
INDCUST001865,42,Employed,22.4,70000,558,12.3,83750,21664,1,1,0,Business Loan,Education,171250,17.66,0.309,2.446,0.183,0,2019-06-09
INDCUST001866,50,Employed,24.0,56250,504,12.3,27500,15014,0,1,1,Credit Card,Business,155000,9.06,0.267,2.756,0.202,0,2024-06-28
INDCUST001867,49,Employed,3.0,2500,412,14.8,1250,403,0,1,0,Personal Loan,Education,3750,21.25,0.161,1.5,0.093,0,2016-01-02
INDCUST001868,42,Employed,21.7,77500,900,5.6,80000,26009,0,0,0,Personal Loan,Debt Consolidation,228750,13.65,0.336,2.952,0.159,0,2021-12-05
INDCUST001869,41,Employed,29.4,122500,634,19.6,76250,18070,0,2,0,Credit Card,Business,297500,19.78,0.148,2.429,0.121,0,2017-09-08
INDCUST001870,39,Employed,22.0,48750,340,18.0,65000,20601,0,1,0,Business Loan,Debt Consolidation,112500,14.68,0.423,2.308,0.106,0,2015-07-26
INDCUST001871,59,Employed,27.8,103750,615,15.0,120000,61534,0,0,0,Personal Loan,Business,261250,14.74,0.593,2.518,0.081,0,2024-01-20
INDCUST001872,64,Employed,20.0,61250,353,18.8,45000,13999,0,2,0,Business Loan,Business,152500,12.62,0.229,2.49,0.16,0,2018-07-30
INDCUST001873,24,Employed,8.3,86250,606,15.1,45000,12827,0,1,0,Credit Card,Education,203750,15.72,0.149,2.362,0.172,0,2018-08-31
INDCUST001874,24,Employed,28.0,56250,498,6.8,60000,22977,0,2,1,Business Loan,Education,181250,20.59,0.408,3.222,0.119,0,2015-06-11
INDCUST001875,47,Employed,8.0,93750,585,19.9,101250,33113,0,1,0,Personal Loan,Home Improvement,273750,15.36,0.353,2.92,0.205,0,2022-03-28
INDCUST001876,60,Employed,1.2,28750,578,12.4,37500,14611,0,0,0,Credit Card,Education,80000,12.28,0.508,2.783,0.178,0,2021-07-22
INDCUST001877,25,Employed,20.8,92500,693,11.3,116250,13824,0,2,0,Personal Loan,Home Improvement,193750,14.54,0.149,2.095,0.124,0,2016-07-04
INDCUST001878,31,Employed,29.6,60000,795,12.0,32500,8213,0,2,1,Business Loan,Debt Consolidation,178750,21.38,0.137,2.979,0.226,0,2016-11-05
INDCUST001879,29,Employed,14.2,32500,594,9.4,31250,10623,0,1,0,Business Loan,Debt Consolidation,123750,21.63,0.327,3.808,0.25,0,2016-02-26
INDCUST001880,61,Employed,19.8,33750,840,19.8,23750,15636,1,1,0,Business Loan,Business,132500,20.88,0.463,3.926,0.146,0,2021-04-13
INDCUST001881,54,Employed,10.7,46250,301,3.9,42500,26138,0,2,0,Personal Loan,Business,136250,10.81,0.565,2.946,0.225,0,2018-05-18
INDCUST001882,46,Employed,18.9,32500,481,13.0,30000,10702,0,1,0,Personal Loan,Education,117500,19.45,0.329,3.615,0.114,0,2017-04-13
INDCUST001883,43,Employed,13.2,110000,531,19.8,100000,60614,0,2,0,Personal Loan,Education,288750,17.47,0.551,2.625,0.167,0,2018-11-04
INDCUST001884,61,Employed,16.1,93750,332,12.4,67500,24714,0,2,0,Personal Loan,Home Improvement,192500,21.76,0.264,2.053,0.085,0,2015-06-08
INDCUST001885,21,Employed,11.9,58750,516,10.8,76250,34053,0,2,0,Personal Loan,Business,231250,11.72,0.58,3.936,0.097,0,2015-11-13
INDCUST001886,39,Employed,15.6,88750,727,7.2,98750,30821,0,2,1,Business Loan,Debt Consolidation,332500,19.72,0.347,3.746,0.133,0,2016-03-07
INDCUST001887,37,Employed,2.6,68750,344,3.2,82500,12214,1,0,1,Personal Loan,Business,241250,15.73,0.178,3.509,0.146,0,2017-06-20
INDCUST001888,40,Employed,3.2,118750,650,17.6,142500,64618,0,1,0,Business Loan,Debt Consolidation,393750,16.3,0.544,3.316,0.261,0,2024-10-24
INDCUST001889,34,Employed,1.6,52500,362,7.1,70000,11966,1,2,0,Personal Loan,Home Improvement,192500,21.78,0.228,3.667,0.087,0,2022-07-16
INDCUST001890,30,Employed,26.5,86250,307,15.3,52500,23820,0,2,0,Business Loan,Debt Consolidation,232500,11.09,0.276,2.696,0.135,0,2023-07-08
INDCUST001891,51,Employed,19.9,123750,530,9.7,162500,72800,0,2,1,Personal Loan,Home Improvement,307500,18.02,0.588,2.485,0.112,0,2018-12-01
INDCUST001892,31,Employed,1.2,83750,482,13.2,71250,45569,0,0,0,Personal Loan,Education,221250,14.96,0.544,2.642,0.158,0,2020-07-19
INDCUST001893,43,Employed,14.8,116250,701,13.4,71250,66568,0,1,0,Personal Loan,Debt Consolidation,277500,9.88,0.573,2.387,0.067,0,2019-06-23
INDCUST001894,24,Employed,19.4,70000,586,7.0,53750,11241,0,0,1,Personal Loan,Debt Consolidation,215000,13.28,0.161,3.071,0.1,0,2016-06-21
INDCUST001895,64,Employed,9.5,101250,384,15.8,127500,32465,0,0,0,Business Loan,Debt Consolidation,220000,14.94,0.321,2.173,0.17,0,2015-12-29
INDCUST001896,32,Employed,26.3,75000,882,1.9,93750,20940,0,0,0,Business Loan,Home Improvement,225000,21.41,0.279,3.0,0.166,0,2019-08-19
INDCUST001897,46,Employed,26.6,52500,758,1.8,47500,15885,0,1,0,Credit Card,Home Improvement,140000,15.3,0.303,2.667,0.203,0,2017-12-31
INDCUST001898,47,Employed,21.9,20000,529,9.8,25000,10716,0,1,0,Business Loan,Business,50000,9.25,0.536,2.5,0.1,0,2023-10-23
INDCUST001899,43,Employed,27.3,10000,589,12.8,5000,4184,0,0,0,Business Loan,Debt Consolidation,18750,20.81,0.418,1.875,0.126,0,2019-10-31
INDCUST001900,22,Employed,16.3,6250,670,8.3,8750,2975,0,0,1,Personal Loan,Debt Consolidation,16250,16.29,0.476,2.6,0.194,0,2022-01-20
INDCUST001901,32,Employed,8.8,53750,532,5.4,57500,12682,0,1,0,Business Loan,Education,176250,11.34,0.236,3.279,0.143,0,2015-06-19
INDCUST001902,23,Employed,4.9,50000,868,11.5,28750,21409,1,2,0,Personal Loan,Business,156250,14.8,0.428,3.125,0.204,0,2018-02-12
INDCUST001903,37,Employed,20.4,36250,776,15.9,42500,9958,0,0,0,Credit Card,Home Improvement,91250,14.19,0.275,2.517,0.171,0,2020-04-03
INDCUST001904,28,Employed,21.8,28750,644,5.4,38750,13083,0,1,0,Personal Loan,Education,113750,14.24,0.455,3.957,0.215,0,2019-02-08
INDCUST001905,60,Employed,12.7,22500,658,13.1,30000,11266,0,1,0,Credit Card,Home Improvement,75000,19.06,0.501,3.333,0.236,0,2020-03-16
INDCUST001906,54,Employed,0.8,108750,766,16.4,112500,31274,0,2,0,Personal Loan,Education,423750,14.24,0.288,3.897,0.264,0,2019-03-29
INDCUST001907,40,Employed,9.5,97500,717,4.1,77500,38462,0,0,0,Personal Loan,Education,263750,9.81,0.394,2.705,0.069,0,2024-03-27
INDCUST001908,42,Employed,21.8,40000,339,5.4,33750,16233,0,1,0,Business Loan,Debt Consolidation,78750,15.35,0.406,1.969,0.14,0,2015-02-12
INDCUST001909,47,Employed,13.4,20000,463,1.8,22500,5022,0,2,1,Credit Card,Home Improvement,56250,17.82,0.251,2.812,0.212,0,2019-10-26
INDCUST001910,27,Employed,10.5,30000,540,2.3,27500,13904,1,1,0,Credit Card,Business,91250,11.66,0.463,3.042,0.115,0,2021-01-18
INDCUST001911,57,Employed,11.0,22500,804,16.1,12500,11898,0,2,0,Credit Card,Debt Consolidation,73750,16.04,0.529,3.278,0.234,0,2015-02-13
INDCUST001912,54,Employed,1.4,93750,541,4.8,63750,47244,0,0,0,Personal Loan,Business,200000,9.13,0.504,2.133,0.168,0,2019-01-16
INDCUST001913,58,Employed,6.6,83750,371,14.2,55000,22970,0,1,0,Personal Loan,Home Improvement,230000,10.9,0.274,2.746,0.079,0,2018-12-23
INDCUST001914,53,Employed,4.3,72500,369,7.1,37500,15774,0,1,0,Personal Loan,Home Improvement,171250,11.16,0.218,2.362,0.147,0,2021-03-15
INDCUST001915,36,Employed,14.3,6250,651,18.5,2500,3052,0,0,0,Personal Loan,Home Improvement,22500,15.1,0.488,3.6,0.222,0,2021-09-02
INDCUST001916,40,Employed,4.3,117500,477,2.1,77500,54266,0,2,0,Business Loan,Home Improvement,383750,9.14,0.462,3.266,0.11,0,2021-05-03
INDCUST001917,22,Employed,2.4,20000,554,7.2,13750,10916,0,1,0,Credit Card,Business,77500,10.73,0.546,3.875,0.118,0,2023-11-18
INDCUST001918,38,Employed,22.5,116250,362,16.6,137500,51849,0,1,1,Business Loan,Debt Consolidation,312500,16.19,0.446,2.688,0.11,0,2023-11-26
INDCUST001919,30,Employed,7.1,46250,469,6.9,35000,22834,1,2,0,Credit Card,Education,175000,9.2,0.494,3.784,0.221,0,2024-11-01
INDCUST001920,27,Employed,22.8,11250,547,16.2,5000,4211,0,1,0,Credit Card,Business,23750,16.47,0.374,2.111,0.112,0,2024-10-12
INDCUST001921,52,Employed,21.0,6250,809,11.4,6250,3265,0,0,0,Business Loan,Education,16250,19.05,0.522,2.6,0.135,0,2021-10-10
INDCUST001922,28,Employed,18.2,97500,335,13.5,80000,31405,1,0,0,Credit Card,Education,202500,11.46,0.322,2.077,0.156,0,2015-08-19
INDCUST001923,57,Employed,4.0,66250,708,8.5,73750,30120,0,2,0,Credit Card,Education,171250,20.99,0.455,2.585,0.201,0,2015-07-29
INDCUST001924,56,Employed,11.9,3750,779,4.9,5000,1193,0,2,0,Business Loan,Home Improvement,8750,15.28,0.318,2.333,0.132,0,2018-07-01
INDCUST001925,22,Employed,7.5,62500,748,6.0,37500,28965,0,0,0,Personal Loan,Education,248750,15.15,0.463,3.98,0.258,0,2018-05-16
INDCUST001926,46,Employed,9.3,98750,541,2.2,83750,41313,0,2,0,Business Loan,Debt Consolidation,357500,20.57,0.418,3.62,0.15,0,2015-09-30
INDCUST001927,43,Employed,21.6,66250,527,19.4,48750,28651,0,1,1,Business Loan,Debt Consolidation,197500,19.9,0.432,2.981,0.152,0,2022-09-26
INDCUST001928,63,Employed,29.9,68750,859,11.2,36250,12959,1,2,0,Credit Card,Home Improvement,191250,10.77,0.188,2.782,0.176,0,2015-08-30
INDCUST001929,50,Employed,3.6,18750,604,19.0,22500,10277,1,2,0,Credit Card,Education,70000,11.82,0.548,3.733,0.283,0,2022-02-24
INDCUST001930,45,Employed,18.2,82500,348,11.6,90000,43639,0,2,0,Credit Card,Debt Consolidation,251250,11.47,0.529,3.045,0.137,0,2019-01-19
INDCUST001931,30,Employed,12.4,77500,734,2.9,55000,37864,0,1,0,Credit Card,Home Improvement,202500,11.01,0.489,2.613,0.136,0,2022-04-14
INDCUST001932,26,Employed,29.7,78750,388,1.6,40000,13201,0,1,0,Personal Loan,Education,212500,11.33,0.168,2.698,0.096,0,2016-05-10
INDCUST001933,52,Employed,25.0,47500,831,2.0,25000,21079,0,1,0,Business Loan,Debt Consolidation,101250,16.11,0.444,2.132,0.158,0,2024-09-12
INDCUST001934,50,Employed,0.7,6250,433,1.7,8750,663,0,2,0,Business Loan,Debt Consolidation,18750,17.52,0.106,3.0,0.218,0,2016-03-15
INDCUST001935,35,Employed,20.5,62500,699,3.6,90000,27541,0,2,0,Business Loan,Debt Consolidation,198750,11.71,0.441,3.18,0.184,0,2022-09-19
INDCUST001936,55,Employed,7.5,56250,303,5.1,52500,17219,0,0,0,Personal Loan,Debt Consolidation,213750,14.04,0.306,3.8,0.241,0,2018-07-27
INDCUST001937,50,Employed,12.2,12500,611,10.5,7500,2251,0,2,0,Business Loan,Home Improvement,47500,20.09,0.18,3.8,0.186,0,2023-01-23
INDCUST001938,62,Employed,17.9,21250,558,8.7,31250,4823,0,2,0,Credit Card,Education,46250,16.2,0.227,2.176,0.048,0,2022-07-02
INDCUST001939,24,Employed,8.7,15000,752,15.7,7500,8478,0,1,0,Business Loan,Education,60000,20.96,0.565,4.0,0.176,0,2023-06-03
INDCUST001940,35,Employed,16.4,106250,786,6.3,141250,59304,0,0,0,Business Loan,Home Improvement,322500,10.04,0.558,3.035,0.124,0,2016-11-08
INDCUST001941,43,Employed,28.7,107500,481,6.0,67500,43399,0,1,0,Personal Loan,Education,362500,20.77,0.404,3.372,0.26,0,2022-10-22
INDCUST001942,26,Employed,20.3,5000,507,7.0,3750,2893,0,0,1,Credit Card,Debt Consolidation,16250,13.41,0.579,3.25,0.241,0,2023-05-08
INDCUST001943,44,Employed,6.9,108750,715,3.7,106250,44255,0,2,0,Personal Loan,Home Improvement,247500,20.1,0.407,2.276,0.112,0,2020-08-31
INDCUST001944,51,Employed,25.6,22500,392,4.1,17500,7627,0,2,0,Personal Loan,Education,71250,10.15,0.339,3.167,0.116,0,2020-01-28
INDCUST001945,30,Employed,26.6,58750,887,19.5,83750,10994,1,1,1,Business Loan,Education,221250,15.35,0.187,3.766,0.203,0,2017-07-09
INDCUST001946,56,Employed,24.8,91250,479,15.7,93750,27524,0,1,0,Personal Loan,Debt Consolidation,270000,20.88,0.302,2.959,0.114,0,2024-11-20
INDCUST001947,49,Employed,15.1,105000,328,9.7,100000,33306,0,2,0,Personal Loan,Debt Consolidation,401250,14.99,0.317,3.821,0.113,0,2024-06-10
INDCUST001948,35,Employed,18.3,60000,740,5.3,46250,10920,1,0,0,Business Loan,Business,161250,13.59,0.182,2.688,0.153,0,2015-03-02
INDCUST001949,58,Employed,28.7,115000,456,3.3,71250,67144,1,2,0,Personal Loan,Business,427500,11.94,0.584,3.717,0.276,0,2017-09-06
INDCUST001950,27,Employed,1.2,77500,467,4.8,66250,13503,0,1,0,Credit Card,Debt Consolidation,263750,18.24,0.174,3.403,0.23,0,2017-08-24
INDCUST001951,59,Employed,7.7,2500,587,11.8,1250,515,0,2,0,Credit Card,Business,8750,13.7,0.206,3.5,0.072,0,2015-04-10
INDCUST001952,27,Employed,27.1,31250,569,5.8,16250,3892,0,2,0,Credit Card,Business,83750,21.26,0.125,2.68,0.138,0,2021-09-07
INDCUST001953,28,Employed,10.6,100000,399,10.6,145000,37115,0,2,0,Personal Loan,Home Improvement,305000,16.45,0.371,3.05,0.22,0,2016-08-01
INDCUST001954,36,Employed,18.4,57500,593,2.3,48750,7546,0,1,0,Business Loan,Education,190000,16.31,0.131,3.304,0.106,0,2016-11-18
INDCUST001955,29,Employed,17.9,61250,409,11.6,58750,27494,0,0,0,Personal Loan,Business,158750,20.89,0.449,2.592,0.161,0,2020-07-13
INDCUST001956,40,Employed,24.5,118750,353,15.1,138750,55674,0,2,0,Personal Loan,Business,266250,19.77,0.469,2.242,0.129,0,2020-02-23
INDCUST001957,39,Employed,13.9,56250,306,10.1,71250,12107,1,1,0,Personal Loan,Business,145000,17.83,0.215,2.578,0.178,0,2024-12-29
INDCUST001958,42,Employed,20.3,73750,499,12.3,55000,43599,0,1,1,Personal Loan,Home Improvement,177500,9.3,0.591,2.407,0.181,0,2023-04-21
INDCUST001959,53,Employed,12.6,52500,324,1.9,37500,29403,0,1,0,Credit Card,Home Improvement,182500,17.42,0.56,3.476,0.142,0,2022-01-06
INDCUST001960,25,Employed,21.0,41250,647,8.5,55000,15248,0,2,0,Business Loan,Education,141250,16.58,0.37,3.424,0.113,0,2016-10-28
INDCUST001961,35,Employed,7.7,61250,767,7.0,47500,24813,0,0,0,Business Loan,Education,157500,18.74,0.405,2.571,0.202,0,2022-05-06
INDCUST001962,21,Employed,29.0,66250,821,16.0,32500,23872,0,2,0,Credit Card,Debt Consolidation,133750,12.68,0.36,2.019,0.137,0,2021-06-10
INDCUST001963,64,Employed,22.5,90000,338,15.9,90000,36852,0,1,0,Credit Card,Debt Consolidation,221250,17.91,0.409,2.458,0.059,0,2016-10-29
INDCUST001964,42,Employed,12.0,105000,785,10.3,106250,45021,1,2,1,Business Loan,Business,303750,20.39,0.429,2.893,0.226,0,2018-09-27
INDCUST001965,59,Employed,15.6,47500,694,1.3,63750,21123,0,1,1,Personal Loan,Business,147500,9.15,0.445,3.105,0.191,0,2017-08-19
INDCUST001966,56,Employed,8.7,123750,613,9.9,61250,13812,0,2,0,Credit Card,Home Improvement,278750,20.91,0.112,2.253,0.092,0,2019-06-15
INDCUST001967,40,Employed,7.4,36250,318,10.8,26250,6258,0,2,0,Credit Card,Home Improvement,103750,19.92,0.173,2.862,0.069,0,2023-02-05
INDCUST001968,57,Employed,10.1,75000,783,8.3,110000,44340,1,0,0,Personal Loan,Education,233750,19.37,0.591,3.117,0.096,0,2023-07-07
INDCUST001969,42,Employed,18.3,21250,761,2.9,15000,8720,0,2,0,Personal Loan,Home Improvement,66250,20.84,0.41,3.118,0.086,0,2021-07-03
INDCUST001970,21,Employed,15.0,66250,329,5.6,76250,25606,0,1,0,Credit Card,Business,150000,21.77,0.387,2.264,0.139,0,2019-05-28
INDCUST001971,47,Employed,10.6,93750,661,9.2,55000,32925,0,1,0,Personal Loan,Education,187500,11.1,0.351,2.0,0.099,0,2021-07-04
INDCUST001972,50,Employed,28.5,5000,339,17.7,2500,2364,0,0,0,Personal Loan,Debt Consolidation,11250,17.66,0.473,2.25,0.172,0,2017-11-13
INDCUST001973,49,Employed,23.7,103750,673,4.6,52500,22236,0,1,1,Credit Card,Business,221250,12.77,0.214,2.133,0.098,0,2018-03-13
INDCUST001974,58,Employed,1.2,56250,748,15.8,82500,14754,0,0,0,Business Loan,Debt Consolidation,211250,13.26,0.262,3.756,0.192,0,2024-11-27
INDCUST001975,24,Employed,20.1,57500,702,3.6,56250,18824,0,0,0,Business Loan,Debt Consolidation,125000,15.08,0.327,2.174,0.058,0,2017-03-12
INDCUST001976,57,Employed,28.4,58750,710,7.6,82500,23415,0,1,0,Credit Card,Debt Consolidation,128750,11.99,0.399,2.191,0.136,0,2023-02-28
INDCUST001977,50,Employed,26.4,11250,331,19.1,13750,6202,0,1,0,Personal Loan,Home Improvement,43750,21.6,0.551,3.889,0.245,0,2017-03-04
INDCUST001978,52,Employed,20.9,30000,372,16.9,17500,13618,0,0,0,Personal Loan,Debt Consolidation,95000,11.47,0.454,3.167,0.066,0,2020-09-12
INDCUST001979,31,Employed,21.4,48750,783,14.1,48750,19807,0,1,0,Credit Card,Education,120000,12.31,0.406,2.462,0.195,0,2022-03-14
INDCUST001980,56,Employed,8.6,103750,558,3.2,78750,13133,0,1,0,Personal Loan,Home Improvement,392500,10.77,0.127,3.783,0.164,0,2018-08-13
INDCUST001981,52,Employed,26.8,58750,552,13.1,30000,30334,1,2,0,Credit Card,Business,162500,12.91,0.516,2.766,0.091,0,2019-08-15
INDCUST001982,56,Employed,1.2,48750,544,17.4,61250,11905,0,1,0,Business Loan,Education,132500,10.3,0.244,2.718,0.108,0,2023-12-24
INDCUST001983,31,Employed,3.0,5000,425,1.6,2500,1085,0,2,0,Business Loan,Business,12500,21.52,0.217,2.5,0.122,0,2023-06-10
INDCUST001984,38,Employed,11.6,21250,321,12.6,18750,11994,0,0,1,Business Loan,Business,63750,13.53,0.564,3.0,0.147,0,2024-08-18
INDCUST001985,63,Employed,12.6,76250,758,9.6,90000,35171,0,0,0,Personal Loan,Business,193750,14.75,0.461,2.541,0.143,0,2020-12-02
INDCUST001986,55,Employed,8.3,91250,373,3.2,132500,26020,0,0,0,Business Loan,Debt Consolidation,245000,12.48,0.285,2.685,0.133,0,2022-03-25
INDCUST001987,55,Employed,4.9,3750,876,16.4,3750,671,0,1,0,Personal Loan,Debt Consolidation,6250,20.4,0.179,1.667,0.062,0,2021-06-09
INDCUST001988,38,Employed,0.9,53750,594,17.6,66250,30956,0,2,0,Credit Card,Education,181250,14.82,0.576,3.372,0.243,0,2019-08-23
INDCUST001989,56,Employed,8.6,87500,837,9.6,71250,35589,0,2,0,Personal Loan,Education,230000,18.15,0.407,2.629,0.067,0,2021-06-21
INDCUST001990,26,Employed,0.9,61250,600,18.2,81250,10464,0,0,0,Credit Card,Education,206250,16.25,0.171,3.367,0.108,0,2022-11-19
INDCUST001991,47,Employed,3.9,77500,547,13.4,100000,21507,0,2,0,Credit Card,Business,155000,20.91,0.278,2.0,0.097,0,2024-09-29
INDCUST001992,41,Employed,18.7,51250,431,6.3,71250,25916,1,1,0,Business Loan,Education,197500,11.62,0.506,3.854,0.26,0,2015-03-21
INDCUST001993,45,Employed,22.6,91250,851,7.0,66250,25468,0,1,0,Credit Card,Debt Consolidation,282500,12.51,0.279,3.096,0.093,0,2024-07-30
INDCUST001994,31,Employed,9.7,115000,760,19.5,161250,53631,0,1,0,Credit Card,Education,351250,17.4,0.466,3.054,0.203,0,2023-06-23
INDCUST001995,43,Employed,8.8,10000,716,2.1,5000,3707,1,0,0,Personal Loan,Business,30000,12.12,0.371,3.0,0.194,0,2017-01-18
INDCUST001996,43,Employed,11.1,36250,744,12.6,20000,20834,0,2,0,Personal Loan,Home Improvement,140000,21.35,0.575,3.862,0.209,0,2023-01-18
INDCUST001997,62,Employed,15.5,101250,740,2.5,123750,54238,0,0,0,Business Loan,Business,270000,10.23,0.536,2.667,0.158,0,2017-06-13
INDCUST001998,21,Employed,15.1,116250,759,5.3,136250,59659,0,1,1,Personal Loan,Home Improvement,253750,21.51,0.513,2.183,0.122,0,2023-02-17
INDCUST001999,49,Employed,5.6,115000,517,14.3,126250,62432,0,2,0,Credit Card,Education,367500,9.13,0.543,3.196,0.086,0,2015-02-28
INDCUST002000,46,Employed,21.2,38750,895,4.1,52500,4041,0,1,0,Personal Loan,Education,78750,19.55,0.104,2.032,0.049,0,2023-10-31
INDCUST002001,55,Employed,24.0,87500,315,17.8,73750,42200,0,1,1,Business Loan,Debt Consolidation,192500,16.73,0.482,2.2,0.109,0,2020-06-19
INDCUST002002,57,Employed,25.8,48750,527,2.5,38750,24213,0,2,0,Business Loan,Debt Consolidation,110000,11.75,0.497,2.256,0.067,0,2023-05-29
INDCUST002003,38,Employed,27.8,68750,853,10.2,38750,30132,0,0,0,Business Loan,Education,247500,17.79,0.438,3.6,0.12,0,2024-02-23
INDCUST002004,60,Employed,16.8,82500,747,4.1,75000,37025,0,2,0,Credit Card,Home Improvement,171250,19.51,0.449,2.076,0.116,0,2016-05-29
INDCUST002005,37,Employed,2.3,123750,892,17.6,158750,16874,0,0,0,Personal Loan,Education,395000,18.15,0.136,3.192,0.243,0,2024-01-27
INDCUST002006,21,Employed,24.5,82500,856,5.4,117500,13409,0,1,0,Business Loan,Education,256250,18.55,0.163,3.106,0.083,0,2023-01-25
INDCUST002007,63,Employed,25.2,107500,324,18.0,53750,60030,1,0,0,Credit Card,Home Improvement,295000,16.23,0.558,2.744,0.177,0,2016-09-29
INDCUST002008,35,Employed,10.7,98750,812,17.6,146250,27121,0,0,0,Credit Card,Debt Consolidation,357500,17.71,0.275,3.62,0.082,0,2024-06-04
INDCUST002009,51,Employed,17.4,85000,804,19.8,123750,10333,0,1,0,Personal Loan,Business,282500,15.78,0.122,3.324,0.115,0,2022-06-29
INDCUST002010,39,Employed,11.7,8750,874,5.1,3750,2569,0,0,1,Business Loan,Debt Consolidation,22500,10.94,0.294,2.571,0.066,0,2019-09-30
INDCUST002011,56,Employed,28.7,47500,516,15.0,63750,7717,1,2,0,Personal Loan,Debt Consolidation,125000,16.63,0.162,2.632,0.122,0,2019-08-23
INDCUST002012,54,Employed,20.0,86250,402,4.3,76250,35873,0,1,1,Credit Card,Home Improvement,228750,16.42,0.416,2.652,0.191,0,2021-04-06
INDCUST002013,37,Employed,19.1,46250,330,10.6,35000,6827,0,2,0,Personal Loan,Home Improvement,155000,14.25,0.148,3.351,0.219,0,2020-03-16
INDCUST002014,35,Employed,2.2,98750,867,15.9,117500,32135,0,0,0,Credit Card,Business,300000,9.96,0.325,3.038,0.193,0,2015-09-10
INDCUST002015,61,Employed,27.4,110000,844,12.8,133750,33752,0,0,0,Personal Loan,Business,427500,20.57,0.307,3.886,0.171,0,2024-01-23
INDCUST002016,31,Employed,8.4,41250,310,18.5,52500,8408,0,0,1,Personal Loan,Education,97500,14.81,0.204,2.364,0.179,0,2024-04-09
INDCUST002017,60,Employed,22.6,72500,535,12.7,42500,40855,1,1,0,Business Loan,Education,177500,16.8,0.564,2.448,0.082,0,2021-03-21
INDCUST002018,34,Employed,2.5,92500,323,13.5,101250,38158,0,1,0,Business Loan,Home Improvement,368750,12.43,0.413,3.986,0.201,0,2024-03-07
